teacher_id,first_name,last_name,email,phone,gender,age,department_id,department,designation,qualification,experience,salary,joining_year,status,address,created_at
T00237,Kristen,Hill,teacher237@edupredict.com,03113849232,Male,37,DEP004,Artificial Intelligence,Lecturer,MS Computer Science,10,132332.0,2012.0,Inactive,"3451 Morris Branch Suite 675, East Julieshire, NY 19311",2026-08-08 12:38:52.482
T00238,Jaclyn,West,teacher238@edupredict.com,03797097454,Male,57,DEP014,Mechanical Engineering,Associate Professor,MS Computer Science,21,204609.0,2023.0,Active,"559 Brandon Flat Apt. 795, East David, CO 93448",2026-08-08 12:38:52.483
T00239,Julie,Mckenzie,teacher239@edupredict.com,03222287964,Female,53,DEP017,Mathematics,Professor,BS Computer Science,10,276713.0,2024.0,Inactive,"071 Edgar Vista Apt. 945, New Aprilmouth, HI 88502",2026-08-08 12:38:52.484
T00240,Natasha,Thompson,teacher240@edupredict.com,03600854603,Male,59,DEP001,Computer Science,Professor,MPhil Computer Science,27,321985.0,2018.0,Active,"90159 Adams Crest Apt. 148, Palmermouth, AR 88558",2026-08-08 12:38:52.484
T00241,Jessica,Bates,teacher241@edupredict.com,03187168562,Male,30,DEP006,Cyber Security,Lecturer,PhD Artificial Intelligence,11,136939.0,2018.0,Inactive,"5521 Laura Hollow, Brianfurt, WA 19519",2026-08-08 12:38:52.485
T00242,Alexander,Wilcox,teacher242@edupredict.com,03118649788,Male,33,DEP007,Business Administration,Associate Professor,MS Computer Science,6,95096.0,2019.0,Active,"490 Harrison Crest, Lake Beverly, WI 02285",2026-08-08 12:38:52.486
T00243,Kyle,Huang,teacher243@edupredict.com,03563214669,Female,34,DEP014,Mechanical Engineering,Assistant Professor,MS Data Science,29,137136.0,2013.0,Active,"Unit 6243 Box 7298, DPO AA 07502",2026-08-08 12:38:52.486
T00244,Jeffrey,Smith,teacher244@edupredict.com,03200863674,Male,29,DEP003,Information Technology,Professor,PhD Information Technology,20,169563.0,2016.0,Active,"0164 White Via Suite 254, New Elijah, ID 02191",2026-08-08 12:38:52.487
T00245,Michael,Osborne,teacher245@edupredict.com,03623160906,Male,50,DEP007,Business Administration,Lecturer,MS Computer Science,12,77086.0,2011.0,Active,"67856 Frank Underpass Apt. 495, East Erikburgh, MS 23859",2026-08-08 12:38:52.488
T00246,Christopher,Wright,teacher246@edupredict.com,03125549179,Male,46,DEP011,Marketing,Associate Professor,MS Computer Science,2,204700.0,2017.0,Active,"41732 Becker Burgs, Edwardsside, AZ 54032",2026-08-08 12:38:52.489
T00247,William,Weiss,teacher247@edupredict.com,03226793606,Male,38,DEP003,Information Technology,Professor,MS Software Engineering,16,112735.0,2016.0,Active,"912 Hannah Village Apt. 684, Angelaborough, CO 12548",2026-08-08 12:38:52.489
T00248,Michael,Walsh,teacher248@edupredict.com,03580121408,Male,38,DEP012,Management,Associate Professor,MPhil Computer Science,30,156705.0,2016.0,Active,"9086 Jason Ranch Apt. 004, North Nathanport, KY 15598",2026-08-08 12:38:52.490
T00249,Scott,Williams,teacher249@edupredict.com,03224957970,Female,59,DEP010,Economics,Assistant Professor,MPhil Computer Science,21,220009.0,2021.0,Active,"50359 Rivera Mountain Apt. 253, Cooperberg, WA 61833",2026-08-08 12:38:52.491
T00250,Kristina,Ritter,teacher250@edupredict.com,03243664917,Female,56,DEP015,Civil Engineering,Professor,PhD Artificial Intelligence,25,147529.0,2026.0,Active,"82884 Harris Park, North Amy, AL 26922",2026-08-08 12:38:52.492
T00251,Barbara,Acevedo,teacher251@edupredict.com,03352856556,Female,46,DEP018,Physics,Professor,MS Software Engineering,15,70228.0,2024.0,Active,"16479 Brandon Loop, South Rebeccaside, NV 22696",2026-08-08 12:38:52.493
T00252,Julie,Hernandez,teacher252@edupredict.com,03968433974,Female,45,DEP015,Civil Engineering,Lecturer,MS Data Science,6,111700.0,2017.0,Active,"757 Sean View Apt. 775, West Thomasville, MA 06395",2026-08-08 12:38:52.494
T00253,William,Roberts,teacher253@edupredict.com,03205582048,Male,36,DEP001,Computer Science,Associate Professor,MS Software Engineering,28,297073.0,2023.0,Active,"087 Taylor Crossroad Suite 169, Samuelview, NV 25172",2026-08-08 12:38:52.494
T00254,Andrew,Ballard,teacher254@edupredict.com,03717894486,Female,60,DEP006,Cyber Security,Assistant Professor,PhD Computer Science,7,218542.0,2026.0,Active,"052 Wendy Fields Suite 287, Andrestad, MS 31421",2026-08-08 12:38:52.495
T00255,Jane,Williams,teacher255@edupredict.com,03825608838,Female,58,DEP010,Economics,Assistant Professor,MPhil Computer Science,18,277101.0,2016.0,Active,"4306 Baker Shoals, Paulmouth, NY 43840",2026-08-08 12:38:52.496
T00256,Deborah,Hudson,teacher256@edupredict.com,03276415072,Male,43,DEP006,Cyber Security,Lecturer,MS Software Engineering,26,242032.0,2013.0,Active,"0177 Gonzalez Inlet Apt. 186, Williamchester, MN 28485",2026-08-08 12:38:52.497
T00257,Karla,Collins,teacher257@edupredict.com,03956440324,Male,32,DEP014,Mechanical Engineering,Professor,MS Software Engineering,15,304870.0,2011.0,Active,"21707 Carrie Spring Suite 768, North Michaelchester, PA 97823",2026-08-08 12:38:52.497
T00258,Candice,Flores,teacher258@edupredict.com,03483662181,Male,27,DEP005,Data Science,Assistant Professor,MS Data Science,17,275196.0,2011.0,Active,"395 Andrew Port, South Williamhaven, FM 78269",2026-08-08 12:38:52.498
T00259,Dustin,Barber,teacher259@edupredict.com,03358310579,Male,51,DEP010,Economics,Associate Professor,PhD Computer Science,35,170606.0,2010.0,Active,"59567 Bradley Greens, New Cynthia, OK 35918",2026-08-08 12:38:52.499
T00260,Brooke,Gonzalez,teacher260@edupredict.com,03692016105,Female,27,DEP004,Artificial Intelligence,Lecturer,BS Computer Science,22,117958.0,2018.0,Active,"4495 Deborah Mount, North Isaacmouth, LA 65275",2026-08-08 12:38:52.499
T00261,Tina,Bell,teacher261@edupredict.com,03423056687,Male,45,DEP017,Mathematics,Assistant Professor,BS Computer Science,31,343977.0,2021.0,Active,"3675 Wendy Fork, Michaelfort, AK 35460",2026-08-08 12:38:52.500
T00262,Kayla,Knight,teacher262@edupredict.com,03562823129,Male,29,DEP005,Data Science,Assistant Professor,MPhil Computer Science,21,271141.0,2012.0,Active,"15123 Smith Path Suite 331, New Johnstad, LA 97768",2026-08-08 12:38:52.501
T00263,Jon,Collins,teacher263@edupredict.com,03720666117,Male,37,DEP003,Information Technology,Lecturer,BS Computer Science,24,84911.0,2018.0,Active,"83393 Duran Harbors Apt. 888, Brownside, MD 60793",2026-08-08 12:38:52.502
T00264,Hector,Coleman,teacher264@edupredict.com,03661736053,Female,40,DEP009,Finance,Assistant Professor,MS Computer Science,5,260656.0,2020.0,Active,"53954 Susan Junctions Apt. 220, East Bryan, IN 42078",2026-08-08 12:38:52.503
T00265,Timothy,Watson,teacher265@edupredict.com,03321140931,Female,50,DEP002,Software Engineering,Professor,PhD Computer Science,8,226402.0,2017.0,Active,"55298 Joel Walks, Claudiastad, MI 48135",2026-08-08 12:38:52.504
T00266,Kevin,Rodriguez,teacher266@edupredict.com,03305201949,Female,54,DEP012,Management,Assistant Professor,MPhil Computer Science,33,244258.0,2014.0,Active,"6005 Kaitlin Radial, Lake Curtis, RI 98503",2026-08-08 12:38:52.504
T00267,Jacob,Lowery,teacher267@edupredict.com,03194543868,Male,50,DEP020,Biology,Associate Professor,PhD Artificial Intelligence,30,160436.0,2025.0,Active,"059 Emily Meadows Suite 747, East Shawn, AS 05711",2026-08-08 12:38:52.505
T00268,Shane,White,teacher268@edupredict.com,03945622089,Male,36,DEP006,Cyber Security,Lecturer,PhD Artificial Intelligence,19,284287.0,2012.0,Active,"229 Brittany Street, Russellbury, MN 52895",2026-08-08 12:38:52.506
T00269,Donald,Valenzuela,teacher269@edupredict.com,03561881599,Female,40,DEP013,Electrical Engineering,Lecturer,MS Data Science,24,272138.0,2010.0,Active,"319 Werner Stream, East Nicholasside, MP 99470",2026-08-08 12:38:52.507
T00270,Danielle,Johnson,teacher270@edupredict.com,03495288609,Male,39,DEP007,Business Administration,Associate Professor,PhD Computer Science,32,162199.0,2024.0,Active,"Unit 8293 Box 1301, DPO AE 98815",2026-08-08 12:38:52.507
T00271,Jessica,Lee,teacher271@edupredict.com,03121908923,Female,52,DEP010,Economics,Assistant Professor,PhD Computer Science,14,117355.0,2023.0,Active,"0913 Garcia Squares Suite 152, South Kathleen, LA 51713",2026-08-08 12:38:52.508
T00272,Christopher,Young,teacher272@edupredict.com,03949411184,Male,33,DEP012,Management,Professor,PhD Artificial Intelligence,17,230029.0,2018.0,Inactive,"354 Heather Branch, Port Julieshire, NC 03638",2026-08-08 12:38:52.509
T00273,Deanna,Williams,teacher273@edupredict.com,03577820817,Male,38,DEP013,Electrical Engineering,Assistant Professor,MPhil Computer Science,9,253807.0,2022.0,Active,"33216 Dustin Cliff Apt. 462, Josephtown, KY 18159",2026-08-08 12:38:58.510
T00274,Brooke,Green,teacher274@edupredict.com,03123118639,Female,58,DEP019,Chemistry,Associate Professor,PhD Computer Science,18,96262.0,2014.0,Active,"0014 Susan Mews, Josephton, GA 41800",2026-08-08 12:38:58.511
T00275,Mike,Cook,teacher275@edupredict.com,03329155488,Male,46,DEP007,Business Administration,Lecturer,PhD Computer Science,32,307573.0,2017.0,Inactive,"4793 Pineda Spring, Lake Maria, IL 12926",2026-08-08 12:38:58.511
T00276,Patrick,Smith,teacher276@edupredict.com,03231168895,Female,55,DEP006,Cyber Security,Assistant Professor,MS Computer Science,19,115476.0,2015.0,Active,"489 White Forges Apt. 490, Jenniferview, GU 53786",2026-08-08 12:38:58.512
T00277,Juan,Anderson,teacher277@edupredict.com,03483235212,Female,38,DEP006,Cyber Security,Assistant Professor,PhD Computer Science,26,239483.0,2015.0,Active,"16967 Grimes Hills Apt. 876, Vanessaport, NY 87542",2026-08-08 12:38:58.514
T00278,Tyler,Blake,teacher278@edupredict.com,03563197065,Female,32,DEP013,Electrical Engineering,Associate Professor,PhD Computer Science,33,265492.0,2014.0,Active,"9449 Oneal Cliffs, Robbinsmouth, ME 67301",2026-08-08 12:38:58.514
T00279,Paul,Jones,teacher279@edupredict.com,03627341232,Female,35,DEP009,Finance,Associate Professor,MS Data Science,26,317508.0,2024.0,Active,"PSC 0410, Box 0438, APO AP 30477",2026-08-08 12:38:58.515
T00280,Peter,Russell,teacher280@edupredict.com,03855066517,Female,59,DEP020,Biology,Associate Professor,MS Computer Science,13,275152.0,2023.0,Inactive,"202 Campbell Unions Suite 040, Lake Jesseshire, CT 81978",2026-08-08 12:38:58.516
T00281,Melissa,Mills,teacher281@edupredict.com,03166096173,Male,37,DEP004,Artificial Intelligence,Lecturer,MS Computer Science,6,201795.0,2012.0,Active,"14337 Mcfarland Estate, East Anna, PR 55415",2026-08-08 12:38:58.516
T00282,Joseph,Brown,teacher282@edupredict.com,03393074470,Female,33,DEP006,Cyber Security,Lecturer,MPhil Computer Science,14,332712.0,2015.0,Inactive,"40473 Smith Tunnel, Lake Thomasmouth, MA 14795",2026-08-08 12:38:58.517
T00283,Kimberly,Willis,teacher283@edupredict.com,03831602648,Male,44,DEP005,Data Science,Professor,MS Data Science,19,304686.0,2020.0,Active,"76486 Clarke Run, East Dustin, AZ 91933",2026-08-08 12:38:58.518
T00284,Deanna,Murphy,teacher284@edupredict.com,03828136532,Female,54,DEP001,Computer Science,Associate Professor,MPhil Computer Science,5,261029.0,2016.0,Inactive,"61257 David Skyway Suite 294, Williamsbury, PA 46472",2026-08-08 12:38:58.518
T00285,Ashley,Compton,teacher285@edupredict.com,03346153464,Female,59,DEP004,Artificial Intelligence,Professor,MS Software Engineering,27,298913.0,2026.0,Active,"929 Rivera Freeway, Hendersonland, AL 20453",2026-08-08 12:38:58.519
T00286,Evelyn,Herrera,teacher286@edupredict.com,03298830952,Female,53,DEP008,Accounting,Lecturer,PhD Information Technology,8,151705.0,2011.0,Active,"271 Tony Corners, Allenborough, FL 64788",2026-08-08 12:38:58.520
T00287,Andrea,Lee,teacher287@edupredict.com,03822940163,Male,27,DEP005,Data Science,Assistant Professor,MS Computer Science,33,115841.0,2019.0,Active,"PSC 9803, Box 3413, APO AA 82589",2026-08-08 12:38:58.520
T00288,Jamie,Key,teacher288@edupredict.com,03660431645,Male,44,DEP017,Mathematics,Associate Professor,BS Computer Science,17,121439.0,2023.0,Active,"068 Horn Points, West Jasonborough, NE 93864",2026-08-08 12:38:58.521
T00289,Kathryn,Escobar,teacher289@edupredict.com,03853605552,Male,26,DEP012,Management,Associate Professor,MPhil Computer Science,32,275260.0,2013.0,Active,"7573 Kim Extension, New Christian, NJ 98128",2026-08-08 12:38:58.522
T00290,Breanna,Fuentes,teacher290@edupredict.com,03654637369,Female,44,DEP004,Artificial Intelligence,Professor,MPhil Computer Science,12,220202.0,2016.0,Active,"1074 Harris Mews, Hernandezshire, ME 86427",2026-08-08 12:38:58.522
T00291,Danielle,Martinez,teacher291@edupredict.com,03353735043,Female,32,DEP013,Electrical Engineering,Associate Professor,PhD Artificial Intelligence,7,167309.0,2017.0,Active,"294 Michael Spur Apt. 612, East Eric, MP 20359",2026-08-08 12:38:58.523
T00292,Jonathan,Edwards,teacher292@edupredict.com,03475387666,Female,28,DEP002,Software Engineering,Professor,PhD Computer Science,19,343499.0,2017.0,Active,"234 Renee Mission Apt. 862, Chaveztown, CA 90457",2026-08-08 12:38:58.524
T00293,James,Richardson,teacher293@edupredict.com,03741527993,Male,34,DEP010,Economics,Lecturer,MS Computer Science,23,321255.0,2013.0,Active,"93945 Martin Pines Apt. 386, West Tammy, NY 11470",2026-08-08 12:38:58.525
T00294,Robin,Scott,teacher294@edupredict.com,03426622033,Female,48,DEP005,Data Science,Lecturer,PhD Artificial Intelligence,13,176155.0,2010.0,Active,"57774 Johnson Drive Suite 825, Harrisshire, HI 52113",2026-08-08 12:38:58.525
T00295,Mary,Anderson,teacher295@edupredict.com,03751066242,Male,55,DEP002,Software Engineering,Lecturer,BS Computer Science,7,198756.0,2026.0,Active,"93606 Phillips Ways, Olsenfort, DC 81690",2026-08-08 12:38:58.526
T00296,Elaine,Tucker,teacher296@edupredict.com,03810127561,Female,45,DEP001,Computer Science,Professor,MS Data Science,13,208445.0,2011.0,Active,"298 Johnson Greens, Benjaminmouth, AR 53988",2026-08-08 12:38:58.527
T00297,Richard,Mcknight,teacher297@edupredict.com,03797889732,Female,36,DEP019,Chemistry,Professor,PhD Computer Science,16,347345.0,2018.0,Active,"8277 Ryan Brook, Weaverfort, TX 98882",2026-08-08 12:38:58.527
T00298,Jennifer,Mason,teacher298@edupredict.com,03538270434,Female,58,DEP007,Business Administration,Assistant Professor,MS Data Science,34,283580.0,2012.0,Active,"468 Lam Via, Hernandezside, WV 62490",2026-08-08 12:38:58.528
T00299,Tammy,Walton,teacher299@edupredict.com,03562291183,Female,35,DEP014,Mechanical Engineering,Associate Professor,PhD Computer Science,24,236425.0,2026.0,Active,"02654 Richardson Ramp Suite 352, North Reginaldtown, PR 39286",2026-08-08 12:38:58.529
T00300,Aaron,Bailey,teacher300@edupredict.com,03954579234,Male,27,DEP004,Artificial Intelligence,Professor,MS Data Science,10,245915.0,2021.0,Active,"13515 Davis Cove, Andrewmouth, NH 54989",2026-08-08 12:38:58.530
T0012,HABIB,HUSSAINI,habib033hussaini@gmail.com,03185415698,Male,25,,COMPUTER SCIENCE,PROFESSOR,MS COMPUTER SCIENCE,3,,,Active,"37390 Serrano Valley, Port Rhondastad, AR 89752",2026-08-08 13:53:02.517
T4747,Kiran,Shakeel,kiran@gmail.com,03122419335,Female,28,,Computer Science,Professor,BS Computer Science,1,,,Active,Office Aptech Metro Star,2026-08-09 14:09:23.965
T101,Asif,Ahmed Khan,asif@gmail.com,03703242401,Male,25,,Software Engineering,Associate Professor,MS Software Engineering,3,,,Active,Korangi Civil Area,2026-08-10 20:36:41.910
