student_id,first_name,last_name,email,phone,gender,age,department_id,department,teacher_id,semester,cgpa,attendance,status,address,admission_year,created_at
S000859,Daniel,Mcgee,student859@edupredict.com,03152926800,Male,21,DEP015,Civil Engineering,T00196,7,2.99,65.0,Active,"49660 Aaron Avenue Suite 058, North Sandra, IN 39395",2023.0,2026-08-08 12:39:36.778
S000860,Pamela,Mendoza,student860@edupredict.com,03330075450,Female,27,DEP016,Architecture,T00189,8,2.98,77.0,Active,"PSC 5298, Box 6390, APO AE 57722",2025.0,2026-08-08 12:39:36.778
S000861,Samantha,Vang,student861@edupredict.com,03326260174,Female,25,DEP019,Chemistry,T00045,7,2.27,90.0,Active,"03150 West Cape, Hallhaven, ID 81880",2021.0,2026-08-08 12:39:36.779
S000862,David,Gonzalez,student862@edupredict.com,03266370864,Male,20,DEP015,Civil Engineering,T00039,6,2.64,55.0,Active,"32559 Kaufman Parks Suite 920, North Rachelview, VI 24344",2025.0,2026-08-08 12:39:36.780
S000863,Austin,Porter,student863@edupredict.com,03427557635,Male,18,DEP004,Artificial Intelligence,T00129,2,2.11,85.0,Active,"USNV Woodward, FPO AE 62591",2022.0,2026-08-08 12:39:36.780
S000864,Carmen,Fowler,student864@edupredict.com,03815173188,Male,28,DEP014,Mechanical Engineering,T00257,6,3.48,82.0,Active,"130 Allen Mountains Apt. 260, Lake Rogerberg, MI 78547",2022.0,2026-08-08 12:39:36.781
S000865,Carly,Gilmore,student865@edupredict.com,03188368422,Female,19,DEP017,Mathematics,T00239,2,2.44,64.0,Active,"914 Owens Tunnel Apt. 454, Port Stevenchester, UT 44981",2023.0,2026-08-08 12:39:36.782
S000866,Vanessa,Johnson,student866@edupredict.com,03565153744,Male,23,DEP015,Civil Engineering,T00025,4,2.89,55.0,Active,"9258 Livingston Rest Suite 203, Lake Justinbury, WI 87317",2024.0,2026-08-08 12:39:36.783
S000867,Crystal,White,student867@edupredict.com,03960486439,Male,25,DEP003,Information Technology,T00244,1,3.62,51.0,Active,"244 Mcdonald Mountain, North Michaelmouth, ME 41455",2026.0,2026-08-08 12:39:36.785
S000868,Michael,Brewer,student868@edupredict.com,03316081413,Male,25,DEP002,Software Engineering,T00212,2,2.64,55.0,Active,"963 Jesus Grove Apt. 676, Barnesbury, MH 94864",2021.0,2026-08-08 12:39:36.786
S000869,Melissa,Bernard,student869@edupredict.com,03295467853,Male,25,DEP015,Civil Engineering,T00252,8,2.37,88.0,Active,"3353 Allen Wells, Sotobury, NV 81611",2022.0,2026-08-08 12:39:36.787
S000870,Allen,Allen,student870@edupredict.com,03750851809,Male,20,DEP014,Mechanical Engineering,T00086,2,2.08,93.0,Active,"6788 Kenneth Pike Apt. 934, Scottville, NV 65789",2023.0,2026-08-08 12:39:36.787
S000871,Stacey,Booth,student871@edupredict.com,03452700383,Male,18,DEP009,Finance,T00076,8,3.79,59.0,Active,"390 Stephens Groves Suite 141, Jessicaport, WA 84671",2024.0,2026-08-08 12:39:36.788
S000872,Tony,Smith,student872@edupredict.com,03158901990,Male,18,DEP019,Chemistry,T00079,4,3.3,79.0,Active,"7853 Pearson Track Suite 424, North Pamela, ND 27842",2026.0,2026-08-08 12:39:36.789
S000873,Carol,Harris,student873@edupredict.com,03357574985,Male,22,DEP002,Software Engineering,T00062,7,2.86,95.0,Active,"Unit 0785 Box 1674, DPO AP 78109",2022.0,2026-08-08 12:39:36.789
S000874,Krista,Ellis,student874@edupredict.com,03952263927,Female,28,DEP011,Marketing,T00075,5,3.31,68.0,Active,"798 Smith Drive Apt. 293, South Tammyville, MN 94068",2026.0,2026-08-08 12:39:36.790
S000875,Patrick,Leach,student875@edupredict.com,03331578243,Male,23,DEP013,Electrical Engineering,T00273,8,2.24,71.0,Active,"2202 Rachel Ridge, East Andrew, IA 70848",2026.0,2026-08-08 12:39:36.791
S000876,Mary,Carter,student876@edupredict.com,03951117553,Female,22,DEP005,Data Science,T00152,5,3.48,54.0,Active,"5073 Debra Mission Suite 558, Danielview, NY 52827",2026.0,2026-08-08 12:39:36.791
S000877,David,Casey,student877@edupredict.com,03721983506,Female,22,DEP016,Architecture,T00184,2,2.68,57.0,Active,"51026 Gordon Stream, New Stevenport, WA 43828",2026.0,2026-08-08 12:39:36.792
S000878,Dana,Cole,student878@edupredict.com,03595280082,Male,24,DEP020,Biology,T00203,3,3.34,91.0,Active,"6902 Nicole Rapid, East Mitchellmouth, NH 38240",2026.0,2026-08-08 12:39:36.793
S000879,John,Brown,student879@edupredict.com,03672327711,Female,19,DEP010,Economics,T00193,4,2.78,60.0,Active,"9637 Robert Forest, Nortonside, GA 15238",2026.0,2026-08-08 12:39:36.793
S000880,Amy,Jones,student880@edupredict.com,03786394469,Male,26,DEP012,Management,T00024,2,3.37,85.0,Active,"8219 Stephenson Corners Suite 032, Port Melissachester, CT 08393",2024.0,2026-08-08 12:39:36.794
S000881,Gabriel,Copeland,student881@edupredict.com,03564507810,Female,28,DEP010,Economics,T00259,8,3.46,54.0,Active,"96986 Andrea River, Contrerasmouth, FM 54616",2025.0,2026-08-08 12:39:36.795
S000882,Marie,Tucker,student882@edupredict.com,03486768902,Male,22,DEP004,Artificial Intelligence,T00285,6,2.37,89.0,Inactive,"45681 Michael Flats Apt. 940, Myersburgh, ND 66075",2021.0,2026-08-08 12:39:36.796
S000883,Deborah,King,student883@edupredict.com,03163026015,Male,22,DEP017,Mathematics,T00108,1,2.56,69.0,Inactive,"63024 Lin Causeway Suite 132, Stephensonview, IN 54224",2022.0,2026-08-08 12:39:36.796
S000884,Cameron,Vincent,student884@edupredict.com,03361794018,Male,21,DEP016,Architecture,T00234,2,2.71,60.0,Active,"544 Lindsey Ports, South Williamton, UT 93939",2024.0,2026-08-08 12:39:36.797
S000885,Garrett,Hogan,student885@edupredict.com,03844460873,Female,18,DEP016,Architecture,T00008,2,2.94,91.0,Active,"8234 Mcconnell Summit Apt. 148, New Connieport, PR 00799",2026.0,2026-08-08 12:39:36.798
S000886,Sean,Hayden,student886@edupredict.com,03544130712,Male,28,DEP019,Chemistry,T00153,8,2.79,97.0,Active,"1806 Kimberly Divide Suite 459, Mooreport, MD 96761",2021.0,2026-08-08 12:39:36.799
S000887,Walter,Woods,student887@edupredict.com,03559831964,Female,26,DEP010,Economics,T00010,1,3.02,63.0,Inactive,"419 Rocha Meadows, New Sheryl, LA 76197",2025.0,2026-08-08 12:39:36.800
S000888,Robert,Brown,student888@edupredict.com,03427120339,Female,25,DEP019,Chemistry,T00079,7,2.1,68.0,Active,"771 James Fork Suite 725, South Michelle, NE 29824",2024.0,2026-08-08 12:39:36.800
S000889,Michael,Morse,student889@edupredict.com,03815205804,Male,24,DEP016,Architecture,T00007,6,2.26,81.0,Active,"973 Sheppard Key, West Miguelburgh, VT 21371",2024.0,2026-08-08 12:39:36.802
S000890,Alexander,Hanson,student890@edupredict.com,03268609189,Female,24,DEP012,Management,T00235,6,2.3,81.0,Active,"5143 Gutierrez Plain Suite 321, Port Connie, MP 63521",2025.0,2026-08-08 12:39:36.802
S000891,Chelsea,Myers,student891@edupredict.com,03431128963,Male,25,DEP014,Mechanical Engineering,T00130,6,2.81,51.0,Active,"USCGC Kennedy, FPO AA 28175",2025.0,2026-08-08 12:39:36.803
S000892,Cathy,Martinez,student892@edupredict.com,03955178363,Female,18,DEP013,Electrical Engineering,T00278,3,2.18,71.0,Active,"565 Rios Fields Suite 305, West Zacharyfurt, UT 36230",2022.0,2026-08-08 12:39:36.804
S000893,John,Fuller,student893@edupredict.com,03518933054,Female,19,DEP018,Physics,T00216,4,3.63,63.0,Active,"USS Hebert, FPO AA 28645",2021.0,2026-08-08 12:39:36.804
S000894,Emily,Atkinson,student894@edupredict.com,03218488758,Female,28,DEP011,Marketing,T00181,3,2.66,54.0,Active,"99525 Shelly Street, Brooksshire, VT 53419",2025.0,2026-08-08 12:39:36.805
S000895,Melanie,Gonzalez,student895@edupredict.com,03153008704,Male,23,DEP014,Mechanical Engineering,T00130,6,3.46,58.0,Inactive,"912 Delacruz Locks, Lake Jacquelinestad, OH 59114",2021.0,2026-08-08 12:39:36.806
S000896,Kathleen,Fritz,student896@edupredict.com,03731827722,Male,20,DEP002,Software Engineering,T00145,2,3.27,50.0,Active,"5370 Charlene Cape, Lake Jenniferfort, PA 22648",2023.0,2026-08-08 12:39:36.806
S000897,Mark,Aguilar,student897@edupredict.com,03656290686,Male,28,DEP003,Information Technology,T00051,2,3.06,56.0,Active,"9978 Martin Shoal, Port Jenniferstad, NY 25063",2026.0,2026-08-08 12:39:36.807
S000898,Christopher,Hall,student898@edupredict.com,03767455289,Female,24,DEP014,Mechanical Engineering,T00092,2,2.36,51.0,Active,"5169 Michael Estates, Davidshire, IL 21099",2024.0,2026-08-08 12:39:36.808
S000899,Danielle,Thompson,student899@edupredict.com,03158388447,Male,21,DEP007,Business Administration,T00124,6,2.94,70.0,Active,"23816 Scott Field Apt. 901, South Ryanberg, VI 41820",2026.0,2026-08-08 12:39:36.809
S000900,Jennifer,Lopez,student900@edupredict.com,03558431823,Male,20,DEP012,Management,T00097,6,3.77,52.0,Active,"7985 Nelson Ferry, Lake Tiffany, MD 17119",2023.0,2026-08-08 12:39:36.809
S000901,Jeffrey,Chapman,student901@edupredict.com,03136981943,Male,21,DEP014,Mechanical Engineering,T00174,4,3.27,81.0,Active,"98102 Jennifer Views Suite 338, East Stephanieshire, IL 99613",2026.0,2026-08-08 12:39:37.194
S000902,Leah,Berry,student902@edupredict.com,03681472049,Female,22,DEP016,Architecture,T00189,5,2.86,90.0,Active,"74768 Dunn Road, North Sandraborough, MS 29882",2021.0,2026-08-08 12:39:37.194
S000903,Tony,Johnson,student903@edupredict.com,03291791458,Male,21,DEP018,Physics,T00156,8,2.38,59.0,Active,"1064 Charles Keys, Lake Calvinfurt, MH 26133",2022.0,2026-08-08 12:39:37.195
S000904,Zachary,Sanders,student904@edupredict.com,03100153340,Female,21,DEP018,Physics,T00035,4,3.32,86.0,Active,"5606 Anthony Mountain, North Kimburgh, AL 63336",2025.0,2026-08-08 12:39:37.196
S000905,Allison,Lara,student905@edupredict.com,03319290852,Female,18,DEP009,Finance,T00178,5,3.63,87.0,Active,"USNS Caldwell, FPO AE 62449",2025.0,2026-08-08 12:39:37.196
S000906,Meredith,Johnson,student906@edupredict.com,03449317254,Female,26,DEP011,Marketing,T00218,2,3.09,54.0,Active,"9814 Juan Ville Apt. 517, West Elizabethview, WY 11476",2025.0,2026-08-08 12:39:37.197
S000907,Caroline,Spence,student907@edupredict.com,03663625553,Male,19,DEP014,Mechanical Engineering,T00174,5,2.57,56.0,Active,"236 Sophia Shores Suite 999, Thompsonfurt, OH 72206",2022.0,2026-08-08 12:39:37.198
S000908,Jane,Avila,student908@edupredict.com,03667559763,Male,19,DEP004,Artificial Intelligence,T00285,1,2.44,64.0,Active,"98211 Mitchell Coves, Lake Patricia, MP 14989",2022.0,2026-08-08 12:39:37.198
S000909,Kathleen,Anderson,student909@edupredict.com,03557707079,Female,24,DEP019,Chemistry,T00128,3,2.78,77.0,Active,"16625 Gardner Camp, Chapmanview, IL 12704",2025.0,2026-08-08 12:39:37.199
S000910,Diane,Grant,student910@edupredict.com,03288506624,Female,22,DEP015,Civil Engineering,T00147,6,2.73,83.0,Active,"4913 Burch Way Apt. 133, Ralphbury, OR 62815",2023.0,2026-08-08 12:39:37.200
S000911,Alison,Landry,student911@edupredict.com,03515016312,Male,27,DEP013,Electrical Engineering,T00273,5,2.55,97.0,Active,"8886 Long Stravenue, Alyssaland, CT 18722",2023.0,2026-08-08 12:39:37.201
S000912,Kimberly,Salas,student912@edupredict.com,03839315365,Female,25,DEP016,Architecture,T00189,5,3.11,84.0,Active,"000 Troy Corner Suite 520, East Valeriechester, FM 60261",2023.0,2026-08-08 12:39:37.203
S000913,Robert,Wood,student913@edupredict.com,03929174325,Female,24,DEP006,Cyber Security,T00276,8,3.92,74.0,Active,"681 Serrano Creek, Susanton, CA 21284",2022.0,2026-08-08 12:39:37.204
S000914,Tammy,Vargas,student914@edupredict.com,03364747598,Female,25,DEP014,Mechanical Engineering,T00049,7,2.72,74.0,Active,"152 Erik Wall Suite 579, East Alanfurt, DE 05034",2023.0,2026-08-08 12:39:37.204
S000915,Cindy,Rodriguez,student915@edupredict.com,03322331514,Male,28,DEP007,Business Administration,T00141,7,2.76,79.0,Active,"390 Davis Alley, West Nicholas, DC 92570",2025.0,2026-08-08 12:39:37.205
S000916,David,Cox,student916@edupredict.com,03622369763,Female,27,DEP020,Biology,T00127,2,3.9,95.0,Active,"Unit 4384 Box 2237, DPO AP 95452",2026.0,2026-08-08 12:39:37.206
S000917,Rebecca,Rose,student917@edupredict.com,03857513374,Male,28,DEP018,Physics,T00156,5,2.78,53.0,Active,"Unit 2611 Box 3795, DPO AA 03739",2021.0,2026-08-08 12:39:37.206
S000918,Carrie,Barrett,student918@edupredict.com,03216150677,Female,18,DEP020,Biology,T00203,5,2.07,87.0,Inactive,"657 Amanda Way, Schwartzmouth, VA 55563",2021.0,2026-08-08 12:39:37.207
S000919,Stacy,Bauer,student919@edupredict.com,03580142889,Male,23,DEP019,Chemistry,T00044,8,3.25,82.0,Active,"5447 Martinez Parkway, East Crystal, PA 62631",2024.0,2026-08-08 12:39:37.207
S000920,Deborah,Wang,student920@edupredict.com,03131764945,Male,26,DEP019,Chemistry,T00198,3,3.74,71.0,Active,"654 Blevins Ports Apt. 540, Port Steven, IA 24574",2024.0,2026-08-08 12:39:37.208
S000921,Krystal,Herrera,student921@edupredict.com,03303306266,Male,23,DEP003,Information Technology,T00135,5,2.58,67.0,Active,"0886 Walters Villages, South Donald, KY 09218",2024.0,2026-08-08 12:39:37.209
S000922,Michael,Carr,student922@edupredict.com,03477352461,Male,20,DEP005,Data Science,T00262,6,2.44,60.0,Active,"3693 Christopher Vista Suite 658, South Georgemouth, PR 76119",2024.0,2026-08-08 12:39:37.210
S000923,Chris,Martinez,student923@edupredict.com,03233347656,Female,28,DEP020,Biology,T00080,2,3.32,74.0,Active,"564 Donna Circle Suite 543, Lake Terrance, TX 49369",2023.0,2026-08-08 12:39:37.210
S000924,Ashley,Morris,student924@edupredict.com,03814550902,Male,18,DEP001,Computer Science,T00028,5,2.22,52.0,Active,"057 Judith Orchard, North Leah, WI 10493",2026.0,2026-08-08 12:39:37.211
S000925,Andrew,Wade,student925@edupredict.com,03605471289,Male,20,DEP008,Accounting,T00055,4,2.93,76.0,Active,"72963 Mary Street Apt. 058, East Christopher, WV 55571",2024.0,2026-08-08 12:39:37.212
S000926,Kelsey,Johnson,student926@edupredict.com,03219711642,Male,27,DEP018,Physics,T00204,7,3.24,84.0,Active,"6362 Le Mill Suite 300, Jonesville, ID 92989",2025.0,2026-08-08 12:39:37.213
S000927,Nicholas,Lopez,student927@edupredict.com,03569417031,Male,26,DEP005,Data Science,T00228,6,3.44,59.0,Active,"526 Bradford Pine, Grimestown, UT 50944",2025.0,2026-08-08 12:39:37.214
S000928,William,Smith,student928@edupredict.com,03177887038,Male,22,DEP010,Economics,T00255,8,3.08,72.0,Active,"72148 Julie Land Suite 546, Kristenfort, ME 54236",2024.0,2026-08-08 12:39:37.215
S000929,Michael,Harrison,student929@edupredict.com,03117472172,Male,20,DEP010,Economics,T00193,8,2.15,86.0,Active,"21237 Mcpherson Points Suite 438, Schmittside, AL 13765",2024.0,2026-08-08 12:39:37.215
S000930,Amanda,Ramirez,student930@edupredict.com,03736723932,Male,18,DEP017,Mathematics,T00077,6,2.93,72.0,Active,"1832 Christy Crossing, Lake Annaland, NY 28775",2021.0,2026-08-08 12:39:37.216
S000931,William,Watts,student931@edupredict.com,03920341401,Male,26,DEP001,Computer Science,T00231,5,3.83,75.0,Active,"69030 Acosta Parks, Gravesstad, SD 83592",2023.0,2026-08-08 12:39:37.217
S000932,Scott,Silva,student932@edupredict.com,03211606059,Female,28,DEP002,Software Engineering,T00212,7,2.78,81.0,Active,"8617 Nunez Mission, Christinamouth, WA 83996",2023.0,2026-08-08 12:39:37.218
S000933,Daniel,Young,student933@edupredict.com,03404228472,Female,28,DEP002,Software Engineering,T00001,5,2.38,75.0,Active,"11549 Nicole Brook Apt. 871, Port Joseph, WY 77163",2021.0,2026-08-08 12:39:37.219
S000934,Justin,Gutierrez,student934@edupredict.com,03664499824,Male,26,DEP009,Finance,T00146,8,3.91,69.0,Inactive,"8130 Kevin Ridge Suite 794, Port Mauricebury, NY 91781",2026.0,2026-08-08 12:39:37.220
S000935,Anthony,Harrington,student935@edupredict.com,03342433550,Male,25,DEP004,Artificial Intelligence,T00290,1,3.29,99.0,Active,"858 Sanders Drive Apt. 413, Rebeccaport, GA 01408",2025.0,2026-08-08 12:39:37.220
S000936,Andrea,White,student936@edupredict.com,03923729007,Male,28,DEP020,Biology,T00140,6,3.78,59.0,Active,"369 Castillo Island, Murrayhaven, MN 81684",2026.0,2026-08-08 12:39:37.221
S000937,Barbara,Smith,student937@edupredict.com,03553252689,Male,22,DEP009,Finance,T00082,2,3.81,73.0,Active,"166 Kathryn Parks, Elizabethtown, MI 50205",2024.0,2026-08-08 12:39:37.222
S000938,Wendy,Mosley,student938@edupredict.com,03162048911,Female,20,DEP003,Information Technology,T00111,8,2.04,72.0,Active,"701 Parker Mount Suite 211, Leeshire, VA 74624",2022.0,2026-08-08 12:39:37.223
S000939,Stephanie,Sims,student939@edupredict.com,03491534943,Male,23,DEP018,Physics,T00016,2,3.96,51.0,Active,"78861 John Cove Apt. 298, West Troy, WI 20334",2026.0,2026-08-08 12:39:37.224
S000940,John,Berg,student940@edupredict.com,03838576654,Male,20,DEP002,Software Engineering,T00292,4,3.9,71.0,Active,"07378 Dawson Trafficway Suite 434, Sandraton, SC 40328",2024.0,2026-08-08 12:39:37.224
S000941,Nicholas,Graham,student941@edupredict.com,03674619639,Female,25,DEP017,Mathematics,T00048,4,3.94,69.0,Active,"889 Mejia Ports, New Joseph, IL 91180",2024.0,2026-08-08 12:39:37.225
S000942,Mark,Wilson,student942@edupredict.com,03833451012,Male,27,DEP018,Physics,T00154,4,3.6,65.0,Active,"0759 Small Mall, Dunnfurt, NH 02307",2025.0,2026-08-08 12:39:37.226
S000943,Marc,Barnes,student943@edupredict.com,03262105296,Male,28,DEP020,Biology,T00034,8,3.25,88.0,Active,"9170 Jacob Village Apt. 997, Port Amyville, SC 23834",2026.0,2026-08-08 12:39:37.227
S000944,Megan,Burke,student944@edupredict.com,03155298803,Male,26,DEP010,Economics,T00293,1,2.79,70.0,Active,"PSC 4946, Box 7413, APO AE 04079",2021.0,2026-08-08 12:39:37.227
S000945,Nicholas,Mendez,student945@edupredict.com,03538216076,Male,21,DEP003,Information Technology,T00220,5,2.73,51.0,Active,"6851 Patrick Crossroad, Port Tonya, MH 81571",2024.0,2026-08-08 12:39:38.572
S000946,Jacqueline,Valenzuela,student946@edupredict.com,03500980753,Female,19,DEP019,Chemistry,T00128,3,2.04,53.0,Active,"800 Thomas Estate, Crystaltown, MA 12897",2021.0,2026-08-08 12:39:38.573
S000947,George,Garrison,student947@edupredict.com,03936874820,Male,21,DEP005,Data Science,T00068,1,3.11,61.0,Active,"4369 Thomas Gardens Suite 045, Lydiaborough, KS 48335",2023.0,2026-08-08 12:39:38.574
S000948,Bonnie,Fisher,student948@edupredict.com,03831754121,Female,21,DEP003,Information Technology,T00012,2,3.54,87.0,Active,"611 Elizabeth Course Suite 355, Pattersonberg, VT 54195",2024.0,2026-08-08 12:39:38.574
S000949,Katherine,Cooper,student949@edupredict.com,03211702738,Male,21,DEP002,Software Engineering,T00136,4,3.17,72.0,Active,"68888 Lewis Forks, Kimberlymouth, OR 30994",2025.0,2026-08-08 12:39:38.575
S000950,Yvonne,Taylor,student950@edupredict.com,03470919717,Male,28,DEP006,Cyber Security,T00169,1,2.29,98.0,Active,"Unit 0793 Box 4411, DPO AA 16160",2024.0,2026-08-08 12:39:38.576
S000951,Travis,Cook,student951@edupredict.com,03744766899,Female,24,DEP003,Information Technology,T00220,1,3.84,92.0,Active,"USNS Stevenson, FPO AE 90286",2022.0,2026-08-08 12:39:38.576
S000952,Kathryn,Santos,student952@edupredict.com,03482903987,Female,26,DEP009,Finance,T00264,5,3.38,63.0,Active,"9441 Steven Land Suite 840, Waynehaven, SD 04128",2021.0,2026-08-08 12:39:38.577
S000953,Anthony,Jones,student953@edupredict.com,03930255822,Female,28,DEP014,Mechanical Engineering,T00243,6,2.74,85.0,Active,"657 Jenkins Station Apt. 824, Victoriaborough, KS 32615",2026.0,2026-08-08 12:39:38.578
S000954,Jordan,Cole,student954@edupredict.com,03323843919,Female,18,DEP002,Software Engineering,T00194,7,2.32,79.0,Active,"7011 Jose Village, North Darren, CA 86511",2022.0,2026-08-08 12:39:38.578
S000955,Nicole,Kelly,student955@edupredict.com,03934747704,Male,24,DEP009,Finance,T00146,5,3.97,91.0,Active,"360 James Islands, Amberbury, MS 04421",2023.0,2026-08-08 12:39:38.580
S000956,Andrew,Munoz,student956@edupredict.com,03974102413,Female,23,DEP003,Information Technology,T00163,2,3.97,82.0,Active,"72240 Spencer Expressway Suite 067, New Kurt, AK 96950",2021.0,2026-08-08 12:39:38.580
S000957,Christina,Alexander,student957@edupredict.com,03727678333,Female,27,DEP013,Electrical Engineering,T00119,5,2.56,56.0,Active,"043 Matthew Harbors Suite 268, Lake Joshua, VI 05620",2026.0,2026-08-08 12:39:38.581
S000958,Christopher,Hudson,student958@edupredict.com,03753140636,Female,18,DEP020,Biology,T00116,6,2.63,85.0,Active,"0160 Cook Village Suite 228, Mannton, MO 43923",2023.0,2026-08-08 12:39:38.582
S000959,Stephanie,Cook,student959@edupredict.com,03223514977,Male,18,DEP009,Finance,T00120,6,2.51,72.0,Active,"9810 Martin Turnpike Suite 861, Lake Rachelmouth, DE 88918",2026.0,2026-08-08 12:39:38.583
S000960,James,Gomez,student960@edupredict.com,03201888760,Female,22,DEP004,Artificial Intelligence,T00237,4,3.68,60.0,Active,"383 Jessica Forest Apt. 809, Kristenview, PW 50909",2026.0,2026-08-08 12:39:38.584
S000961,Shannon,Mckinney,student961@edupredict.com,03881675663,Male,20,DEP014,Mechanical Engineering,T00033,1,2.49,91.0,Active,"948 Powell Center Apt. 126, Robertsside, NY 23418",2021.0,2026-08-08 12:39:38.585
S000962,Angel,Morris,student962@edupredict.com,03976984003,Male,22,DEP016,Architecture,T00234,5,2.59,90.0,Active,"346 Thornton Crossroad, Port Rachel, MA 32318",2023.0,2026-08-08 12:39:38.585
S000963,Kevin,Allen,student963@edupredict.com,03606236542,Male,27,DEP016,Architecture,T00007,6,3.02,63.0,Active,"67096 Joy Spurs Suite 272, Mariemouth, MT 92340",2025.0,2026-08-08 12:39:38.586
S000964,Matthew,Perkins,student964@edupredict.com,03522720672,Female,21,DEP008,Accounting,T00055,2,2.81,60.0,Active,"18479 Perez Islands, Griffinfort, MP 88500",2023.0,2026-08-08 12:39:38.587
S000965,Michele,Mcclain,student965@edupredict.com,03335995086,Female,27,DEP015,Civil Engineering,T00059,5,3.6,69.0,Active,"12247 Bolton Roads, Murrayland, LA 84361",2022.0,2026-08-08 12:39:38.588
S000966,Andrew,Griffin,student966@edupredict.com,03448577814,Female,22,DEP003,Information Technology,T00074,8,2.84,62.0,Inactive,"616 Roberts Trail Suite 264, Clarkport, GU 70362",2024.0,2026-08-08 12:39:38.588
S000967,Nathan,Bates,student967@edupredict.com,03110170855,Male,27,DEP014,Mechanical Engineering,T00299,6,2.53,96.0,Active,"581 David Fords Apt. 734, Port Nataliehaven, OK 97439",2023.0,2026-08-08 12:39:38.589
S000968,Elizabeth,Brown,student968@edupredict.com,03235331281,Female,19,DEP009,Finance,T00082,2,2.7,97.0,Active,"46726 Jasmine Brooks, Edwardhaven, TX 15473",2024.0,2026-08-08 12:39:38.590
S000969,Stanley,Howard,student969@edupredict.com,03967737585,Male,20,DEP005,Data Science,T00027,4,2.88,83.0,Active,"20591 Ferguson Squares Suite 621, Kaylamouth, AZ 61528",2025.0,2026-08-08 12:39:38.591
S000970,Bradley,Davis,student970@edupredict.com,03135806066,Male,23,DEP012,Management,T00117,3,2.2,100.0,Active,"78739 Cole Port Apt. 267, Lawrenceside, GA 12140",2023.0,2026-08-08 12:39:38.591
S000971,Isaac,Norris,student971@edupredict.com,03976790358,Female,20,DEP004,Artificial Intelligence,T00070,3,3.59,59.0,Active,"81197 Jessica Square Suite 519, Christinetown, WA 00720",2024.0,2026-08-08 12:39:38.592
S000972,Regina,Cervantes,student972@edupredict.com,03431841352,Female,19,DEP011,Marketing,T00038,2,3.55,93.0,Active,"595 Larsen Expressway Apt. 006, Luisberg, NM 15284",2026.0,2026-08-08 12:39:38.593
S000973,Erik,Jones,student973@edupredict.com,03308863655,Female,20,DEP010,Economics,T00072,3,3.87,82.0,Active,"81447 Joshua Mills Suite 321, Donnaton, CA 87134",2026.0,2026-08-08 12:39:38.594
S000974,Ashley,Ochoa,student974@edupredict.com,03905633461,Male,21,DEP011,Marketing,T00181,8,2.41,67.0,Active,"02999 Jimenez Ridges Suite 241, Rodriguezside, DE 98846",2026.0,2026-08-08 12:39:38.594
S000975,Kenneth,Schultz,student975@edupredict.com,03827056231,Female,26,DEP016,Architecture,T00189,8,3.05,90.0,Inactive,"0427 Anderson Via Apt. 753, East Amy, FL 46952",2024.0,2026-08-08 12:39:38.595
S000976,Jason,Garcia,student976@edupredict.com,03454496907,Male,21,DEP019,Chemistry,T00274,7,3.22,55.0,Active,"22190 Thomas Land Suite 486, Greenberg, AZ 92608",2022.0,2026-08-08 12:39:38.596
S000977,Evan,Spencer,student977@edupredict.com,03125321270,Female,19,DEP007,Business Administration,T00275,5,3.55,68.0,Active,"760 Garcia Circles Suite 512, Jaredbury, WY 92865",2025.0,2026-08-08 12:39:38.597
S000978,Jessica,Wilson,student978@edupredict.com,03738335788,Male,26,DEP005,Data Science,T00228,6,2.9,97.0,Active,"2100 Makayla Shore Apt. 959, Willisfort, OK 50534",2025.0,2026-08-08 12:39:38.597
S000979,Robin,Sanchez,student979@edupredict.com,03968134577,Female,19,DEP019,Chemistry,T00153,3,3.1,50.0,Inactive,"09129 Michael Gardens Suite 721, East Michael, SD 35773",2024.0,2026-08-08 12:39:38.598
S000980,Kimberly,Valdez,student980@edupredict.com,03613880571,Female,23,DEP011,Marketing,T00222,6,3.84,77.0,Active,"PSC 5178, Box 5216, APO AE 22394",2023.0,2026-08-08 12:39:38.598
S000981,Isaac,Strickland,student981@edupredict.com,03335786654,Male,27,DEP015,Civil Engineering,T00104,3,2.49,53.0,Active,"658 Michael Pine, Lake Jessicastad, MS 64088",2026.0,2026-08-08 12:39:38.599
S000982,John,Carter,student982@edupredict.com,03704681749,Male,26,DEP003,Information Technology,T00247,7,3.64,73.0,Active,"5168 Crystal Views Apt. 332, East Matthewport, AZ 04025",2025.0,2026-08-08 12:39:38.600
S000983,Dustin,Davis,student983@edupredict.com,03461824530,Female,21,DEP009,Finance,T00178,1,2.22,80.0,Active,"0400 Lynn Fall Suite 894, Bergerborough, ME 79549",2021.0,2026-08-08 12:39:38.602
S000984,Nicolas,Chen,student984@edupredict.com,03742514031,Female,27,DEP012,Management,T00102,3,2.65,57.0,Active,"2317 Evans Parkways Suite 284, Lucasland, MD 45054",2021.0,2026-08-08 12:39:38.603
S000985,Jessica,Kelly,student985@edupredict.com,03287779182,Female,28,DEP014,Mechanical Engineering,T00299,8,2.58,79.0,Active,"409 Ruiz Cape Suite 279, Millerstad, NV 55389",2023.0,2026-08-08 12:39:38.604
S000986,Reginald,Jackson,student986@edupredict.com,03812439446,Female,24,DEP014,Mechanical Engineering,T00219,3,3.18,62.0,Active,"6542 Karen Square, North Phillip, MT 65064",2022.0,2026-08-08 12:39:38.605
